Index,Clothes,Tops,Bottoms,Dresses,Outers,Goods,Accessories,Shoes
309,1,1,0,0,0,0,0,0
310,0,0,0,0,0,1,0,1
311,1,0,0,0,1,0,0,0
312,1,0,0,0,1,0,0,0
313,0,0,0,0,0,1,1,0
314,1,1,0,0,0,0,0,0
315,1,0,0,0,1,0,0,0
316,1,1,0,0,0,0,0,0
317,0,0,0,0,0,1,0,1
318,1,0,0,1,0,0,0,0
319,0,0,0,0,0,1,0,1
320,0,0,0,0,0,1,0,1
321,1,1,0,0,0,0,0,0
322,0,0,0,0,0,1,1,0
323,1,0,0,1,0,0,0,0
324,1,0,0,0,1,0,0,0
325,1,1,0,0,0,0,0,0
326,1,0,0,1,0,0,0,0
327,1,0,0,1,0,0,0,0
328,1,1,0,0,0,0,0,0
329,1,1,0,0,0,0,0,0
330,1,0,1,0,0,0,0,0
331,1,1,0,0,0,0,0,0
332,1,0,0,1,0,0,0,0
333,0,0,0,0,0,1,1,0
334,1,0,0,1,0,0,0,0
335,0,0,0,0,0,1,0,1
336,1,0,1,0,0,0,0,0
337,0,0,0,0,0,1,0,1
338,1,1,0,0,0,0,0,0
339,1,0,0,0,1,0,0,0
340,0,0,0,0,0,1,0,1
341,0,0,0,0,0,1,0,1
342,0,0,0,0,0,1,1,0
343,0,0,0,0,0,1,0,1
344,1,1,0,0,0,0,0,0
345,0,0,0,0,0,1,0,1
346,1,1,0,0,0,0,0,0
347,0,0,0,0,0,1,1,0
348,1,1,0,0,0,0,0,0
349,0,0,0,0,0,1,0,1
350,1,1,0,0,0,0,0,0
351,1,0,0,1,0,0,0,0
352,1,0,1,0,0,0,0,0
353,1,1,0,0,0,0,0,0
354,1,1,0,0,0,0,0,0
355,0,0,0,0,0,1,0,1
356,0,0,0,0,0,1,1,0
357,0,0,0,0,0,1,0,1
358,0,0,0,0,0,1,1,0
359,1,0,1,0,0,0,0,0
360,0,0,0,0,0,1,0,1
361,1,1,0,0,0,0,0,0
362,1,0,0,0,1,0,0,0
363,0,0,0,0,0,1,0,1
364,0,0,0,0,0,1,0,1
365,1,0,1,0,0,0,0,0
366,0,0,0,0,0,1,0,1
367,1,1,0,0,0,0,0,0
368,1,1,0,0,0,0,0,0
369,0,0,0,0,0,1,0,1
370,1,0,0,1,0,0,0,0
371,0,0,0,0,0,1,0,1
372,0,0,0,0,0,1,1,0
373,0,0,0,0,0,1,0,1
374,1,0,0,1,0,0,0,0
375,1,0,0,1,0,0,0,0
376,0,0,0,0,0,1,0,1
377,1,1,0,0,0,0,0,0
378,1,0,0,1,0,0,0,0
379,1,0,1,0,0,0,0,0
380,1,1,0,0,0,0,0,0
381,1,0,0,0,1,0,0,0
382,0,0,0,0,0,1,0,1
383,1,1,0,0,0,0,0,0
384,0,0,0,0,0,1,0,1
385,1,0,1,0,0,0,0,0
386,0,0,0,0,0,1,0,1
387,1,0,0,0,1,0,0,0
388,1,0,0,0,1,0,0,0
389,0,0,0,0,0,1,0,1
390,0,0,0,0,0,1,0,1
391,1,0,1,0,0,0,0,0
392,1,1,0,0,0,0,0,0
393,0,0,0,0,0,1,0,1
394,0,0,0,0,0,1,1,0
395,1,0,0,1,0,0,0,0
396,1,0,0,0,1,0,0,0
397,1,0,0,0,1,0,0,0
398,1,1,0,0,0,0,0,0
399,1,0,0,0,1,0,0,0
400,1,1,0,0,0,0,0,0
401,0,0,0,0,0,1,0,1
402,1,1,0,0,0,0,0,0
403,0,0,0,0,0,1,0,1
404,1,1,0,0,0,0,0,0
405,1,1,0,0,0,0,0,0
406,0,0,0,0,0,1,0,1
407,1,0,0,1,0,0,0,0
408,0,0,0,0,0,1,1,0
409,0,0,0,0,0,1,1,0
410,1,1,0,0,0,0,0,0
411,0,0,0,0,0,1,1,0
412,1,0,0,0,1,0,0,0
413,1,0,0,0,1,0,0,0
414,1,0,1,0,0,0,0,0
415,1,1,0,0,0,0,0,0
416,1,1,0,0,0,0,0,0
417,0,0,0,0,0,1,0,1
418,1,0,1,0,0,0,0,0
419,1,0,1,0,0,0,0,0
420,0,0,0,0,0,1,1,0
421,0,0,0,0,0,1,1,0
422,1,1,0,0,0,0,0,0
423,0,0,0,0,0,1,0,1
424,0,0,0,0,0,1,0,1
425,0,0,0,0,0,1,0,1
426,1,0,0,0,1,0,0,0
427,1,0,1,0,0,0,0,0
428,1,1,0,0,0,0,0,0
429,1,1,0,0,0,0,0,0
430,0,0,0,0,0,1,1,0
431,0,0,0,0,0,1,0,1
432,1,0,1,0,0,0,0,0
433,1,0,0,0,1,0,0,0
434,0,0,0,0,0,1,0,1
435,0,0,0,0,0,1,0,1
436,1,1,0,0,0,0,0,0
437,0,0,0,0,0,1,0,1
438,1,1,0,0,0,0,0,0
439,1,0,0,1,0,0,0,0
440,1,1,0,0,0,0,0,0
441,1,1,0,0,0,0,0,0
442,1,0,0,0,1,0,0,0
443,1,0,1,0,0,0,0,0
444,1,1,0,0,0,0,0,0
445,1,1,0,0,0,0,0,0
446,0,0,0,0,0,1,1,0
447,0,0,0,0,0,1,0,1
448,1,1,0,0,0,0,0,0
449,1,1,0,0,0,0,0,0
450,0,0,0,0,0,1,0,1
451,0,0,0,0,0,1,0,1
452,1,0,1,0,0,0,0,0
453,1,0,0,1,0,0,0,0
454,0,0,0,0,0,1,1,0
455,1,0,0,1,0,0,0,0
456,1,0,1,0,0,0,0,0
457,1,0,0,0,1,0,0,0
458,0,0,0,0,0,1,1,0
459,0,0,0,0,0,1,0,1
460,1,0,1,0,0,0,0,0
461,0,0,0,0,0,1,1,0
462,1,1,0,0,0,0,0,0
463,1,0,0,0,1,0,0,0
464,1,0,0,0,1,0,0,0
465,0,0,0,0,0,1,0,1
466,0,0,0,0,0,1,0,1
467,0,0,0,0,0,1,0,1
468,1,0,0,0,1,0,0,0
469,0,0,0,0,0,1,0,1
470,1,1,0,0,0,0,0,0
471,1,0,0,1,0,0,0,0
472,0,0,0,0,0,1,0,1
473,1,0,0,0,1,0,0,0
474,0,0,0,0,0,1,0,1
475,0,0,0,0,0,1,0,1
476,0,0,0,0,0,1,1,0
477,0,0,0,0,0,1,0,1
478,1,0,0,1,0,0,0,0
479,0,0,0,0,0,1,0,1
480,1,1,0,0,0,0,0,0
481,1,0,0,0,1,0,0,0
482,0,0,0,0,0,1,0,1
483,1,1,0,0,0,0,0,0
484,1,1,0,0,0,0,0,0
485,1,1,0,0,0,0,0,0
486,1,0,0,0,1,0,0,0
487,0,0,0,0,0,1,1,0
488,1,0,0,1,0,0,0,0
489,1,1,0,0,0,0,0,0
490,1,1,0,0,0,0,0,0
491,0,0,0,0,0,1,1,0
492,0,0,0,0,0,1,0,1
493,1,1,0,0,0,0,0,0
494,0,0,0,0,0,1,1,0
495,1,1,0,0,0,0,0,0
496,1,0,0,1,0,0,0,0
497,0,0,0,0,0,1,0,1
498,1,0,1,0,0,0,0,0
499,1,1,0,0,0,0,0,0
500,1,0,0,1,0,0,0,0
501,1,1,0,0,0,0,0,0
502,1,1,0,0,0,0,0,0
503,1,0,1,0,0,0,0,0
504,1,1,0,0,0,0,0,0
505,1,1,0,0,0,0,0,0
506,1,1,0,0,0,0,0,0
507,1,1,0,0,0,0,0,0
508,1,0,0,1,0,0,0,0
509,1,0,0,1,0,0,0,0
510,0,0,0,0,0,1,0,1
511,1,0,1,0,0,0,0,0
512,0,0,0,0,0,1,0,1
513,0,0,0,0,0,1,0,1
514,1,0,1,0,0,0,0,0
515,1,0,1,0,0,0,0,0
516,1,1,0,0,0,0,0,0
517,1,0,1,0,0,0,0,0
518,0,0,0,0,0,1,0,1
519,1,1,0,0,0,0,0,0
520,0,0,0,0,0,1,1,0
521,0,0,0,0,0,1,0,1
522,1,1,0,0,0,0,0,0
523,1,1,0,0,0,0,0,0
524,1,1,0,0,0,0,0,0
525,1,0,1,0,0,0,0,0
526,1,1,0,0,0,0,0,0
527,1,1,0,0,0,0,0,0
528,0,0,0,0,0,1,1,0
529,0,0,0,0,0,1,0,1
530,1,1,0,0,0,0,0,0
531,0,0,0,0,0,1,0,1
532,0,0,0,0,0,1,0,1
533,0,0,0,0,0,1,0,1
534,0,0,0,0,0,1,0,1
535,1,0,0,0,1,0,0,0
536,1,0,0,1,0,0,0,0
537,0,0,0,0,0,1,0,1
538,0,0,0,0,0,1,0,1
539,0,0,0,0,0,1,0,1
540,1,0,1,0,0,0,0,0
541,1,0,0,0,1,0,0,0
542,1,0,1,0,0,0,0,0
543,1,1,0,0,0,0,0,0
544,1,1,0,0,0,0,0,0
545,1,1,0,0,0,0,0,0
546,1,1,0,0,0,0,0,0
547,0,0,0,0,0,1,0,1
548,0,0,0,0,0,1,0,1
549,1,1,0,0,0,0,0,0
550,1,0,0,1,0,0,0,0
551,0,0,0,0,0,1,0,1
552,0,0,0,0,0,1,0,1
553,0,0,0,0,0,1,1,0
554,1,1,0,0,0,0,0,0
555,1,0,0,0,1,0,0,0
556,0,0,0,0,0,1,1,0
557,1,0,0,0,1,0,0,0
558,0,0,0,0,0,1,0,1
559,0,0,0,0,0,1,1,0
560,1,1,0,0,0,0,0,0
561,0,0,0,0,0,1,0,1
562,0,0,0,0,0,1,0,1
563,0,0,0,0,0,1,0,1
564,1,1,0,0,0,0,0,0
565,1,1,0,0,0,0,0,0
566,1,1,0,0,0,0,0,0
567,1,0,0,0,1,0,0,0
568,1,0,0,1,0,0,0,0
569,0,0,0,0,0,1,0,1
570,0,0,0,0,0,1,0,1
571,1,0,0,1,0,0,0,0
572,1,0,1,0,0,0,0,0
573,0,0,0,0,0,1,0,1
574,1,1,0,0,0,0,0,0
575,0,0,0,0,0,1,0,1
576,0,0,0,0,0,1,0,1
577,0,0,0,0,0,1,0,1
578,1,0,0,0,1,0,0,0
579,0,0,0,0,0,1,1,0
580,1,1,0,0,0,0,0,0
581,0,0,0,0,0,1,0,1
582,0,0,0,0,0,1,1,0
583,1,0,1,0,0,0,0,0
584,1,1,0,0,0,0,0,0
585,1,1,0,0,0,0,0,0
586,1,1,0,0,0,0,0,0
587,0,0,0,0,0,1,1,0
588,1,0,1,0,0,0,0,0
589,0,0,0,0,0,1,0,1
590,1,1,0,0,0,0,0,0
591,1,1,0,0,0,0,0,0
592,1,1,0,0,0,0,0,0
593,0,0,0,0,0,1,0,1
594,0,0,0,0,0,1,0,1
595,1,0,0,1,0,0,0,0
596,1,0,0,1,0,0,0,0
597,0,0,0,0,0,1,0,1
598,1,1,0,0,0,0,0,0
599,1,0,1,0,0,0,0,0
600,1,1,0,0,0,0,0,0
601,1,1,0,0,0,0,0,0
602,1,1,0,0,0,0,0,0
603,1,0,0,0,1,0,0,0
604,0,0,0,0,0,1,0,1
605,0,0,0,0,0,1,0,1
606,0,0,0,0,0,1,0,1
607,0,0,0,0,0,1,0,1
608,0,0,0,0,0,1,0,1
609,1,0,0,1,0,0,0,0
610,0,0,0,0,0,1,1,0
611,0,0,0,0,0,1,1,0
612,1,0,0,0,1,0,0,0
613,0,0,0,0,0,1,1,0
614,0,0,0,0,0,1,0,1
615,1,0,0,0,1,0,0,0
616,1,1,0,0,0,0,0,0
617,1,1,0,0,0,0,0,0
618,0,0,0,0,0,1,0,1
619,0,0,0,0,0,1,0,1
620,0,0,0,0,0,1,0,1
621,0,0,0,0,0,1,1,0
622,1,0,0,0,1,0,0,0
623,1,1,0,0,0,0,0,0
624,0,0,0,0,0,1,0,1
625,1,0,0,0,1,0,0,0
626,1,0,0,1,0,0,0,0
627,0,0,0,0,0,1,0,1
628,0,0,0,0,0,1,1,0
629,0,0,0,0,0,1,0,1
630,0,0,0,0,0,1,1,0
631,1,0,0,1,0,0,0,0
632,0,0,0,0,0,1,0,1
633,0,0,0,0,0,1,1,0
634,1,0,0,0,1,0,0,0
635,0,0,0,0,0,1,0,1
636,0,0,0,0,0,1,0,1
637,1,1,0,0,0,0,0,0
638,1,1,0,0,0,0,0,0
639,1,1,0,0,0,0,0,0
640,1,1,0,0,0,0,0,0
641,1,1,0,0,0,0,0,0
642,1,0,0,1,0,0,0,0
643,0,0,0,0,0,1,0,1
644,1,0,1,0,0,0,0,0
645,1,1,0,0,0,0,0,0
646,0,0,0,0,0,1,0,1
647,0,0,0,0,0,1,1,0
648,1,0,0,0,1,0,0,0
649,1,0,0,1,0,0,0,0
650,0,0,0,0,0,1,0,1
651,0,0,0,0,0,1,0,1
652,0,0,0,0,0,1,0,1
653,0,0,0,0,0,1,1,0
654,0,0,0,0,0,1,1,0
655,0,0,0,0,0,1,0,1
656,1,0,0,0,1,0,0,0
657,0,0,0,0,0,1,0,1
658,1,0,0,0,1,0,0,0
659,0,0,0,0,0,1,0,1
660,0,0,0,0,0,1,1,0
661,0,0,0,0,0,1,1,0
662,1,1,0,0,0,0,0,0
663,0,0,0,0,0,1,0,1
664,1,1,0,0,0,0,0,0
665,1,1,0,0,0,0,0,0
666,0,0,0,0,0,1,0,1
667,1,0,0,1,0,0,0,0
668,0,0,0,0,0,1,0,1
669,0,0,0,0,0,1,0,1
670,1,0,0,1,0,0,0,0
671,0,0,0,0,0,1,1,0
672,1,0,0,0,1,0,0,0
673,1,0,0,1,0,0,0,0
674,0,0,0,0,0,1,0,1
675,0,0,0,0,0,1,1,0
676,1,0,1,0,0,0,0,0
677,1,0,0,0,1,0,0,0
678,1,1,0,0,0,0,0,0
679,0,0,0,0,0,1,0,1
680,0,0,0,0,0,1,0,1
681,0,0,0,0,0,1,1,0
682,0,0,0,0,0,1,0,1
683,0,0,0,0,0,1,0,1
684,1,1,0,0,0,0,0,0
685,1,0,1,0,0,0,0,0
686,1,0,0,1,0,0,0,0
687,1,0,0,0,1,0,0,0
688,1,1,0,0,0,0,0,0
689,0,0,0,0,0,1,0,1
690,0,0,0,0,0,1,0,1
691,0,0,0,0,0,1,0,1
692,0,0,0,0,0,1,0,1
693,0,0,0,0,0,1,0,1
694,0,0,0,0,0,1,0,1
695,0,0,0,0,0,1,1,0
696,1,1,0,0,0,0,0,0
697,0,0,0,0,0,1,0,1
698,1,0,0,0,1,0,0,0
699,0,0,0,0,0,1,0,1
700,1,1,0,0,0,0,0,0
701,1,0,0,1,0,0,0,0
702,0,0,0,0,0,1,0,1
703,1,0,1,0,0,0,0,0
704,1,0,1,0,0,0,0,0
705,0,0,0,0,0,1,0,1
706,0,0,0,0,0,1,0,1
707,1,1,0,0,0,0,0,0
708,0,0,0,0,0,1,1,0
709,1,0,0,1,0,0,0,0
710,0,0,0,0,0,1,0,1
711,0,0,0,0,0,1,0,1
712,1,1,0,0,0,0,0,0
713,0,0,0,0,0,1,0,1
714,1,0,0,1,0,0,0,0
715,1,1,0,0,0,0,0,0
716,1,1,0,0,0,0,0,0
717,0,0,0,0,0,1,0,1
718,1,0,1,0,0,0,0,0
719,0,0,0,0,0,1,0,1
720,1,0,0,0,1,0,0,0
721,0,0,0,0,0,1,1,0
722,0,0,0,0,0,1,0,1
723,1,0,1,0,0,0,0,0
724,0,0,0,0,0,1,1,0
725,1,0,0,1,0,0,0,0
726,1,0,0,0,1,0,0,0
727,0,0,0,0,0,1,0,1
728,0,0,0,0,0,1,0,1
729,0,0,0,0,0,1,0,1
730,1,0,1,0,0,0,0,0
731,1,0,0,0,1,0,0,0
732,1,1,0,0,0,0,0,0
733,1,0,0,0,1,0,0,0
734,0,0,0,0,0,1,0,1
735,0,0,0,0,0,1,1,0
736,0,0,0,0,0,1,1,0
737,1,1,0,0,0,0,0,0
738,0,0,0,0,0,1,0,1
739,0,0,0,0,0,1,0,1
740,1,0,1,0,0,0,0,0
741,1,1,0,0,0,0,0,0
742,1,1,0,0,0,0,0,0
743,1,0,0,0,1,0,0,0
744,0,0,0,0,0,1,0,1
745,1,1,0,0,0,0,0,0
746,0,0,0,0,0,1,0,1
747,0,0,0,0,0,1,1,0
748,1,1,0,0,0,0,0,0
749,1,1,0,0,0,0,0,0
750,0,0,0,0,0,1,1,0
751,1,0,1,0,0,0,0,0
752,1,0,0,0,1,0,0,0
753,1,0,1,0,0,0,0,0
754,1,0,1,0,0,0,0,0
755,1,1,0,0,0,0,0,0
756,1,0,0,1,0,0,0,0
757,1,0,0,1,0,0,0,0
758,0,0,0,0,0,1,1,0
759,0,0,0,0,0,1,0,1
760,0,0,0,0,0,1,0,1
761,1,0,1,0,0,0,0,0
762,1,1,0,0,0,0,0,0
763,1,0,0,0,1,0,0,0
764,0,0,0,0,0,1,0,1
765,0,0,0,0,0,1,0,1
766,1,1,0,0,0,0,0,0
767,1,1,0,0,0,0,0,0
768,0,0,0,0,0,1,1,0
769,0,0,0,0,0,1,1,0
770,0,0,0,0,0,1,0,1
771,1,1,0,0,0,0,0,0
772,1,0,1,0,0,0,0,0
