Index,Clothes,Tops,Bottoms,Dresses,Outers,Goods,Accessories,Shoes,Summer,Winter,Mild Seasons
35909,0,0,0,0,0,1,1,0,0,0,0
35910,1,1,0,0,0,0,0,0,0,0,1
35911,1,0,0,1,0,0,0,0,1,0,0
35912,0,0,0,0,0,1,0,1,0,0,1
35913,1,0,0,1,0,0,0,0,1,0,0
35914,1,0,1,0,0,0,0,0,0,0,1
35915,0,0,0,0,0,1,0,1,0,1,0
35916,0,0,0,0,0,1,1,0,0,0,0
35917,1,0,0,1,0,0,0,0,1,0,0
35918,0,0,0,0,0,1,0,1,0,0,1
35919,0,0,0,0,0,1,1,0,0,0,0
35920,1,1,0,0,0,0,0,0,0,1,0
35921,1,1,0,0,0,0,0,0,0,1,0
35922,1,0,1,0,0,0,0,0,0,0,1
35923,0,0,0,0,0,1,0,1,0,0,1
35924,0,0,0,0,0,1,0,1,0,1,0
35925,0,0,0,0,0,1,0,1,1,0,0
35926,1,0,0,1,0,0,0,0,1,0,0
35927,1,1,0,0,0,0,0,0,1,0,0
35928,1,0,1,0,0,0,0,0,0,0,1
35929,1,0,0,1,0,0,0,0,1,0,0
35930,1,0,1,0,0,0,0,0,0,0,1
35931,0,0,0,0,0,1,0,1,1,0,0
35932,0,0,0,0,0,1,0,1,0,1,0
35933,1,1,0,0,0,0,0,0,1,0,0
35934,0,0,0,0,0,1,0,1,0,0,1
35935,1,1,0,0,0,0,0,0,0,0,1
35936,1,1,0,0,0,0,0,0,0,0,1
35937,0,0,0,0,0,1,0,1,0,1,0
35938,1,1,0,0,0,0,0,0,0,1,0
35939,1,1,0,0,0,0,0,0,1,0,0
35940,1,1,0,0,0,0,0,0,1,0,0
35941,1,1,0,0,0,0,0,0,0,1,0
35942,0,0,0,0,0,1,0,1,0,1,0
35943,1,1,0,0,0,0,0,0,1,0,0
35944,1,1,0,0,0,0,0,0,0,0,1
35945,1,0,0,0,1,0,0,0,0,1,0
35946,1,0,0,1,0,0,0,0,1,0,0
35947,1,0,0,0,1,0,0,0,0,1,0
35948,0,0,0,0,0,1,1,0,0,0,0
35949,0,0,0,0,0,1,0,1,1,0,0
35950,0,0,0,0,0,1,0,1,1,0,0
35951,1,0,0,0,1,0,0,0,0,1,0
35952,0,0,0,0,0,1,0,1,1,0,0
35953,1,1,0,0,0,0,0,0,0,0,1
35954,1,1,0,0,0,0,0,0,0,0,1
35955,1,0,1,0,0,0,0,0,0,0,1
35956,1,0,1,0,0,0,0,0,0,0,1
35957,0,0,0,0,0,1,1,0,0,0,0
35958,0,0,0,0,0,1,1,0,0,0,0
35959,1,1,0,0,0,0,0,0,1,0,0
35960,0,0,0,0,0,1,1,0,0,0,0
35961,0,0,0,0,0,1,0,1,0,1,0
35962,1,0,0,1,0,0,0,0,1,0,0
35963,1,0,0,0,1,0,0,0,0,1,0
35964,0,0,0,0,0,1,0,1,0,1,0
35965,1,0,0,1,0,0,0,0,1,0,0
35966,1,0,0,0,1,0,0,0,0,1,0
35967,1,0,0,0,1,0,0,0,0,1,0
35968,1,1,0,0,0,0,0,0,1,0,0
35969,0,0,0,0,0,1,0,1,0,1,0
35970,1,1,0,0,0,0,0,0,1,0,0
35971,1,0,0,1,0,0,0,0,1,0,0
35972,0,0,0,0,0,1,0,1,0,1,0
35973,1,0,0,1,0,0,0,0,1,0,0
35974,0,0,0,0,0,1,1,0,0,0,0
35975,1,0,1,0,0,0,0,0,0,0,1
35976,1,0,0,1,0,0,0,0,1,0,0
35977,0,0,0,0,0,1,1,0,0,0,0
35978,0,0,0,0,0,1,0,1,0,0,1
35979,1,1,0,0,0,0,0,0,0,1,0
35980,0,0,0,0,0,1,0,1,1,0,0
35981,0,0,0,0,0,1,0,1,0,0,1
35982,1,1,0,0,0,0,0,0,0,1,0
35983,0,0,0,0,0,1,0,1,0,1,0
35984,0,0,0,0,0,1,0,1,1,0,0
35985,0,0,0,0,0,1,0,1,1,0,0
35986,1,1,0,0,0,0,0,0,0,1,0
35987,1,0,0,0,1,0,0,0,0,1,0
35988,0,0,0,0,0,1,1,0,0,0,0
35989,1,1,0,0,0,0,0,0,1,0,0
35990,1,0,0,1,0,0,0,0,1,0,0
35991,0,0,0,0,0,1,0,1,0,0,1
35992,1,0,0,1,0,0,0,0,1,0,0
35993,0,0,0,0,0,1,0,1,1,0,0
35994,1,0,1,0,0,0,0,0,0,0,1
35995,1,1,0,0,0,0,0,0,0,0,1
35996,1,0,1,0,0,0,0,0,0,0,1
35997,1,1,0,0,0,0,0,0,0,1,0
35998,1,0,0,0,1,0,0,0,0,1,0
35999,1,1,0,0,0,0,0,0,0,1,0
36000,1,1,0,0,0,0,0,0,0,1,0
36001,0,0,0,0,0,1,1,0,0,0,0
36002,0,0,0,0,0,1,1,0,0,0,0
36003,0,0,0,0,0,1,0,1,0,0,1
36004,1,0,0,1,0,0,0,0,1,0,0
36005,0,0,0,0,0,1,0,1,0,0,1
36006,0,0,0,0,0,1,1,0,0,0,0
36007,1,0,0,0,1,0,0,0,0,1,0
36008,0,0,0,0,0,1,0,1,0,0,1
36009,1,0,0,0,1,0,0,0,0,1,0
36010,1,0,0,1,0,0,0,0,1,0,0
36011,0,0,0,0,0,1,0,1,0,1,0
36012,1,1,0,0,0,0,0,0,0,1,0
36013,0,0,0,0,0,1,0,1,0,1,0
36014,1,1,0,0,0,0,0,0,1,0,0
36015,0,0,0,0,0,1,0,1,0,1,0
36016,0,0,0,0,0,1,0,1,1,0,0
36017,0,0,0,0,0,1,0,1,0,1,0
36018,1,1,0,0,0,0,0,0,0,1,0
36019,1,0,0,0,1,0,0,0,0,1,0
36020,1,1,0,0,0,0,0,0,0,1,0
36021,1,1,0,0,0,0,0,0,1,0,0
36022,1,1,0,0,0,0,0,0,0,0,1
36023,0,0,0,0,0,1,0,1,0,1,0
36024,0,0,0,0,0,1,1,0,0,0,0
36025,1,0,1,0,0,0,0,0,0,0,1
36026,1,1,0,0,0,0,0,0,1,0,0
36027,0,0,0,0,0,1,0,1,0,0,1
36028,0,0,0,0,0,1,0,1,0,1,0
36029,0,0,0,0,0,1,0,1,1,0,0
36030,1,0,0,1,0,0,0,0,1,0,0
36031,1,0,0,1,0,0,0,0,1,0,0
36032,0,0,0,0,0,1,0,1,0,0,1
36033,1,1,0,0,0,0,0,0,1,0,0
36034,0,0,0,0,0,1,1,0,0,0,0
36035,1,0,1,0,0,0,0,0,0,0,1
36036,0,0,0,0,0,1,0,1,0,0,1
36037,1,1,0,0,0,0,0,0,0,0,1
36038,1,0,0,1,0,0,0,0,1,0,0
36039,1,0,0,0,1,0,0,0,0,1,0
36040,1,0,0,0,1,0,0,0,0,1,0
36041,0,0,0,0,0,1,0,1,0,1,0
36042,0,0,0,0,0,1,0,1,0,0,1
36043,0,0,0,0,0,1,0,1,0,1,0
36044,1,1,0,0,0,0,0,0,0,0,1
36045,1,1,0,0,0,0,0,0,0,1,0
36046,1,0,0,1,0,0,0,0,1,0,0
36047,1,1,0,0,0,0,0,0,1,0,0
36048,1,0,1,0,0,0,0,0,0,0,1
36049,1,1,0,0,0,0,0,0,0,0,1
36050,0,0,0,0,0,1,0,1,0,1,0
36051,1,1,0,0,0,0,0,0,0,0,1
36052,1,1,0,0,0,0,0,0,0,1,0
36053,1,1,0,0,0,0,0,0,0,1,0
36054,1,1,0,0,0,0,0,0,0,1,0
36055,0,0,0,0,0,1,0,1,1,0,0
36056,1,0,1,0,0,0,0,0,0,0,1
36057,1,0,0,1,0,0,0,0,1,0,0
36058,0,0,0,0,0,1,0,1,0,0,1
36059,0,0,0,0,0,1,0,1,0,1,0
36060,1,1,0,0,0,0,0,0,0,1,0
36061,1,0,0,1,0,0,0,0,1,0,0
36062,0,0,0,0,0,1,0,1,0,1,0
36063,0,0,0,0,0,1,1,0,0,0,0
36064,0,0,0,0,0,1,0,1,0,1,0
36065,1,1,0,0,0,0,0,0,0,1,0
36066,1,0,0,0,1,0,0,0,0,1,0
36067,0,0,0,0,0,1,0,1,0,0,1
36068,1,1,0,0,0,0,0,0,1,0,0
36069,0,0,0,0,0,1,0,1,1,0,0
36070,0,0,0,0,0,1,0,1,0,1,0
36071,1,1,0,0,0,0,0,0,1,0,0
36072,1,1,0,0,0,0,0,0,1,0,0
36073,1,1,0,0,0,0,0,0,1,0,0
36074,1,1,0,0,0,0,0,0,1,0,0
36075,1,1,0,0,0,0,0,0,0,1,0
36076,1,0,1,0,0,0,0,0,0,0,1
36077,1,0,1,0,0,0,0,0,0,0,1
36078,1,1,0,0,0,0,0,0,0,0,1
36079,1,0,0,0,1,0,0,0,0,1,0
36080,0,0,0,0,0,1,0,1,0,1,0
36081,1,1,0,0,0,0,0,0,1,0,0
36082,0,0,0,0,0,1,0,1,1,0,0
36083,0,0,0,0,0,1,0,1,0,1,0
36084,1,0,0,1,0,0,0,0,1,0,0
36085,0,0,0,0,0,1,0,1,0,0,1
36086,1,1,0,0,0,0,0,0,0,0,1
36087,1,1,0,0,0,0,0,0,0,0,1
36088,0,0,0,0,0,1,0,1,1,0,0
36089,0,0,0,0,0,1,1,0,0,0,0
36090,0,0,0,0,0,1,1,0,0,0,0
36091,1,1,0,0,0,0,0,0,0,1,0
36092,1,1,0,0,0,0,0,0,1,0,0
36093,1,1,0,0,0,0,0,0,0,0,1
36094,0,0,0,0,0,1,1,0,0,0,0
36095,0,0,0,0,0,1,0,1,1,0,0
36096,1,0,0,0,1,0,0,0,0,1,0
36097,1,1,0,0,0,0,0,0,0,0,1
36098,0,0,0,0,0,1,1,0,0,0,0
36099,1,0,1,0,0,0,0,0,0,0,1
36100,1,1,0,0,0,0,0,0,0,0,1
36101,1,0,1,0,0,0,0,0,0,0,1
36102,1,0,0,0,1,0,0,0,0,1,0
36103,0,0,0,0,0,1,1,0,0,0,0
36104,1,1,0,0,0,0,0,0,1,0,0
36105,1,0,0,1,0,0,0,0,1,0,0
36106,1,0,1,0,0,0,0,0,0,0,1
36107,0,0,0,0,0,1,0,1,0,1,0
36108,1,1,0,0,0,0,0,0,0,1,0
36109,1,1,0,0,0,0,0,0,0,1,0
36110,0,0,0,0,0,1,0,1,0,0,1
36111,1,1,0,0,0,0,0,0,0,1,0
36112,1,1,0,0,0,0,0,0,0,1,0
36113,0,0,0,0,0,1,1,0,0,0,0
36114,1,0,0,0,1,0,0,0,0,1,0
36115,0,0,0,0,0,1,0,1,0,1,0
36116,1,1,0,0,0,0,0,0,1,0,0
36117,1,1,0,0,0,0,0,0,0,0,1
36118,1,1,0,0,0,0,0,0,0,0,1
36119,1,1,0,0,0,0,0,0,0,1,0
36120,1,0,1,0,0,0,0,0,0,0,1
36121,0,0,0,0,0,1,0,1,0,0,1
36122,1,0,1,0,0,0,0,0,0,0,1
36123,1,0,1,0,0,0,0,0,0,0,1
36124,1,0,0,0,1,0,0,0,0,1,0
36125,0,0,0,0,0,1,0,1,0,0,1
36126,0,0,0,0,0,1,0,1,0,1,0
36127,0,0,0,0,0,1,0,1,0,1,0
36128,0,0,0,0,0,1,0,1,1,0,0
36129,1,1,0,0,0,0,0,0,0,0,1
36130,1,0,0,0,1,0,0,0,0,1,0
36131,0,0,0,0,0,1,0,1,0,1,0
36132,0,0,0,0,0,1,0,1,0,0,1
36133,0,0,0,0,0,1,0,1,1,0,0
36134,1,0,0,0,1,0,0,0,0,1,0
36135,0,0,0,0,0,1,0,1,0,0,1
36136,1,1,0,0,0,0,0,0,0,1,0
36137,1,1,0,0,0,0,0,0,1,0,0
36138,0,0,0,0,0,1,0,1,0,0,1
36139,0,0,0,0,0,1,1,0,0,0,0
36140,1,0,0,1,0,0,0,0,1,0,0
36141,0,0,0,0,0,1,0,1,1,0,0
36142,0,0,0,0,0,1,1,0,0,0,0
36143,0,0,0,0,0,1,0,1,0,0,1
36144,0,0,0,0,0,1,0,1,0,1,0
36145,1,0,0,1,0,0,0,0,1,0,0
36146,1,0,0,0,1,0,0,0,0,1,0
36147,1,0,1,0,0,0,0,0,0,0,1
36148,0,0,0,0,0,1,0,1,0,1,0
36149,0,0,0,0,0,1,0,1,0,1,0
36150,1,1,0,0,0,0,0,0,1,0,0
36151,1,1,0,0,0,0,0,0,0,1,0
36152,1,0,1,0,0,0,0,0,0,0,1
36153,1,1,0,0,0,0,0,0,1,0,0
36154,1,1,0,0,0,0,0,0,0,1,0
36155,1,0,0,1,0,0,0,0,1,0,0
36156,1,0,1,0,0,0,0,0,0,0,1
36157,1,1,0,0,0,0,0,0,1,0,0
36158,1,0,0,1,0,0,0,0,1,0,0
36159,0,0,0,0,0,1,1,0,0,0,0
36160,1,0,0,1,0,0,0,0,1,0,0
36161,0,0,0,0,0,1,1,0,0,0,0
36162,0,0,0,0,0,1,0,1,0,1,0
36163,1,1,0,0,0,0,0,0,1,0,0
36164,1,1,0,0,0,0,0,0,0,1,0
36165,0,0,0,0,0,1,0,1,0,1,0
36166,1,0,0,0,1,0,0,0,0,1,0
36167,0,0,0,0,0,1,0,1,1,0,0
36168,1,1,0,0,0,0,0,0,1,0,0
36169,0,0,0,0,0,1,0,1,0,0,1
36170,1,1,0,0,0,0,0,0,0,0,1
36171,0,0,0,0,0,1,0,1,1,0,0
36172,1,1,0,0,0,0,0,0,0,0,1
36173,0,0,0,0,0,1,0,1,1,0,0
36174,1,1,0,0,0,0,0,0,1,0,0
36175,0,0,0,0,0,1,0,1,0,0,1
36176,0,0,0,0,0,1,0,1,0,1,0
36177,1,1,0,0,0,0,0,0,0,1,0
36178,0,0,0,0,0,1,0,1,1,0,0
36179,1,0,1,0,0,0,0,0,0,0,1
36180,0,0,0,0,0,1,0,1,0,0,1
36181,1,0,1,0,0,0,0,0,0,0,1
36182,0,0,0,0,0,1,0,1,1,0,0
36183,1,1,0,0,0,0,0,0,0,0,1
36184,1,0,0,1,0,0,0,0,1,0,0
36185,1,0,0,1,0,0,0,0,1,0,0
36186,0,0,0,0,0,1,0,1,1,0,0
36187,0,0,0,0,0,1,0,1,0,0,1
36188,0,0,0,0,0,1,0,1,1,0,0
36189,1,1,0,0,0,0,0,0,0,0,1
36190,1,1,0,0,0,0,0,0,0,0,1
36191,0,0,0,0,0,1,0,1,0,1,0
36192,1,0,0,1,0,0,0,0,1,0,0
36193,0,0,0,0,0,1,1,0,0,0,0
36194,1,1,0,0,0,0,0,0,0,0,1
36195,0,0,0,0,0,1,0,1,0,0,1
36196,0,0,0,0,0,1,0,1,1,0,0
36197,0,0,0,0,0,1,0,1,0,0,1
36198,1,1,0,0,0,0,0,0,0,0,1
36199,1,1,0,0,0,0,0,0,0,0,1
36200,1,0,0,1,0,0,0,0,1,0,0
36201,1,1,0,0,0,0,0,0,0,1,0
36202,1,0,0,1,0,0,0,0,1,0,0
36203,0,0,0,0,0,1,0,1,0,0,1
36204,1,0,1,0,0,0,0,0,0,0,1
36205,0,0,0,0,0,1,0,1,0,1,0
36206,1,0,1,0,0,0,0,0,0,0,1
36207,0,0,0,0,0,1,1,0,0,0,0
36208,1,0,1,0,0,0,0,0,0,0,1
36209,0,0,0,0,0,1,0,1,0,1,0
36210,1,1,0,0,0,0,0,0,1,0,0
36211,1,0,1,0,0,0,0,0,0,0,1
36212,0,0,0,0,0,1,1,0,0,0,0
36213,1,0,1,0,0,0,0,0,0,0,1
36214,0,0,0,0,0,1,0,1,0,0,1
36215,1,0,1,0,0,0,0,0,0,0,1
36216,1,0,0,0,1,0,0,0,0,1,0
36217,1,1,0,0,0,0,0,0,1,0,0
36218,1,0,0,1,0,0,0,0,1,0,0
36219,1,0,0,0,1,0,0,0,0,1,0
36220,1,0,1,0,0,0,0,0,0,0,1
36221,1,0,1,0,0,0,0,0,0,0,1
36222,1,0,0,1,0,0,0,0,1,0,0
36223,1,0,0,0,1,0,0,0,0,1,0
36224,1,1,0,0,0,0,0,0,0,1,0
36225,0,0,0,0,0,1,1,0,0,0,0
36226,0,0,0,0,0,1,1,0,0,0,0
36227,1,0,0,1,0,0,0,0,1,0,0
36228,0,0,0,0,0,1,0,1,0,1,0
36229,1,0,0,1,0,0,0,0,1,0,0
36230,0,0,0,0,0,1,1,0,0,0,0
36231,1,0,1,0,0,0,0,0,0,0,1
36232,1,0,0,0,1,0,0,0,0,1,0
36233,1,0,1,0,0,0,0,0,0,0,1
36234,1,1,0,0,0,0,0,0,0,0,1
36235,0,0,0,0,0,1,1,0,0,0,0
36236,0,0,0,0,0,1,0,1,0,1,0
36237,1,0,0,0,1,0,0,0,0,1,0
36238,1,1,0,0,0,0,0,0,0,1,0
36239,1,0,0,0,1,0,0,0,0,1,0
36240,1,1,0,0,0,0,0,0,0,1,0
36241,1,0,0,1,0,0,0,0,1,0,0
36242,1,0,0,1,0,0,0,0,1,0,0
36243,1,1,0,0,0,0,0,0,0,0,1
36244,0,0,0,0,0,1,1,0,0,0,0
36245,1,0,0,0,1,0,0,0,0,1,0
36246,0,0,0,0,0,1,1,0,0,0,0
36247,0,0,0,0,0,1,0,1,0,0,1
36248,1,1,0,0,0,0,0,0,0,1,0
36249,0,0,0,0,0,1,0,1,0,0,1
36250,1,0,1,0,0,0,0,0,0,0,1
36251,1,1,0,0,0,0,0,0,0,1,0
36252,0,0,0,0,0,1,1,0,0,0,0
36253,1,1,0,0,0,0,0,0,0,0,1
36254,0,0,0,0,0,1,0,1,1,0,0
36255,1,0,0,1,0,0,0,0,1,0,0
36256,1,1,0,0,0,0,0,0,0,0,1
36257,0,0,0,0,0,1,0,1,0,1,0
36258,1,1,0,0,0,0,0,0,0,0,1
36259,0,0,0,0,0,1,0,1,1,0,0
36260,0,0,0,0,0,1,0,1,1,0,0
36261,1,1,0,0,0,0,0,0,0,1,0
36262,0,0,0,0,0,1,0,1,1,0,0
36263,1,0,1,0,0,0,0,0,0,0,1
36264,1,1,0,0,0,0,0,0,1,0,0
36265,1,1,0,0,0,0,0,0,0,0,1
36266,0,0,0,0,0,1,0,1,0,0,1
36267,0,0,0,0,0,1,0,1,1,0,0
36268,0,0,0,0,0,1,0,1,1,0,0
36269,0,0,0,0,0,1,0,1,0,1,0
36270,0,0,0,0,0,1,0,1,0,1,0
36271,0,0,0,0,0,1,0,1,1,0,0
36272,1,0,0,0,1,0,0,0,0,1,0
36273,1,0,0,0,1,0,0,0,0,1,0
36274,1,1,0,0,0,0,0,0,0,1,0
36275,1,0,0,0,1,0,0,0,0,1,0
36276,0,0,0,0,0,1,0,1,1,0,0
36277,1,0,0,0,1,0,0,0,0,1,0
36278,0,0,0,0,0,1,1,0,0,0,0
36279,1,1,0,0,0,0,0,0,0,0,1
36280,1,1,0,0,0,0,0,0,0,1,0
36281,1,0,0,1,0,0,0,0,1,0,0
36282,0,0,0,0,0,1,0,1,0,1,0
36283,1,0,1,0,0,0,0,0,0,0,1
36284,1,1,0,0,0,0,0,0,0,0,1
36285,1,1,0,0,0,0,0,0,0,1,0
36286,1,0,1,0,0,0,0,0,0,0,1
36287,1,1,0,0,0,0,0,0,0,0,1
36288,1,1,0,0,0,0,0,0,0,1,0
36289,1,1,0,0,0,0,0,0,1,0,0
36290,1,0,0,0,1,0,0,0,0,1,0
36291,1,0,0,1,0,0,0,0,1,0,0
36292,1,0,0,1,0,0,0,0,1,0,0
36293,1,0,0,1,0,0,0,0,1,0,0
36294,1,1,0,0,0,0,0,0,0,0,1
36295,0,0,0,0,0,1,1,0,0,0,0
36296,0,0,0,0,0,1,1,0,0,0,0
36297,1,1,0,0,0,0,0,0,0,1,0
36298,0,0,0,0,0,1,1,0,0,0,0
36299,1,1,0,0,0,0,0,0,1,0,0
36300,1,1,0,0,0,0,0,0,1,0,0
36301,1,1,0,0,0,0,0,0,0,1,0
36302,0,0,0,0,0,1,0,1,0,0,1
36303,1,0,1,0,0,0,0,0,0,0,1
36304,1,0,0,0,1,0,0,0,0,1,0
36305,0,0,0,0,0,1,0,1,0,1,0
36306,1,0,0,1,0,0,0,0,1,0,0
36307,0,0,0,0,0,1,0,1,1,0,0
36308,0,0,0,0,0,1,0,1,0,0,1
36309,1,0,0,0,1,0,0,0,0,1,0
36310,0,0,0,0,0,1,0,1,0,0,1
36311,0,0,0,0,0,1,0,1,0,1,0
36312,1,1,0,0,0,0,0,0,0,0,1
36313,1,0,0,0,1,0,0,0,0,1,0
36314,1,0,1,0,0,0,0,0,0,0,1
36315,0,0,0,0,0,1,1,0,0,0,0
36316,1,1,0,0,0,0,0,0,0,1,0
36317,1,0,1,0,0,0,0,0,0,0,1
36318,0,0,0,0,0,1,1,0,0,0,0
36319,1,0,0,0,1,0,0,0,0,1,0
36320,0,0,0,0,0,1,0,1,0,1,0
36321,1,0,1,0,0,0,0,0,0,0,1
36322,1,1,0,0,0,0,0,0,1,0,0
36323,1,1,0,0,0,0,0,0,1,0,0
36324,0,0,0,0,0,1,0,1,0,0,1
36325,1,1,0,0,0,0,0,0,0,0,1
36326,0,0,0,0,0,1,0,1,0,0,1
36327,0,0,0,0,0,1,0,1,0,1,0
36328,1,1,0,0,0,0,0,0,1,0,0
36329,1,1,0,0,0,0,0,0,0,1,0
36330,0,0,0,0,0,1,0,1,0,0,1
36331,0,0,0,0,0,1,0,1,0,0,1
36332,1,1,0,0,0,0,0,0,0,0,1
36333,1,1,0,0,0,0,0,0,0,1,0
36334,1,1,0,0,0,0,0,0,0,0,1
36335,1,1,0,0,0,0,0,0,1,0,0
36336,1,1,0,0,0,0,0,0,1,0,0
36337,1,1,0,0,0,0,0,0,0,1,0
36338,0,0,0,0,0,1,1,0,0,0,0
36339,0,0,0,0,0,1,1,0,0,0,0
36340,0,0,0,0,0,1,0,1,1,0,0
36341,0,0,0,0,0,1,0,1,1,0,0
36342,1,1,0,0,0,0,0,0,0,1,0
36343,0,0,0,0,0,1,0,1,1,0,0
36344,0,0,0,0,0,1,0,1,0,0,1
36345,0,0,0,0,0,1,0,1,1,0,0
36346,0,0,0,0,0,1,0,1,0,0,1
36347,0,0,0,0,0,1,0,1,0,1,0
36348,1,0,0,0,1,0,0,0,0,1,0
36349,0,0,0,0,0,1,0,1,1,0,0
36350,1,1,0,0,0,0,0,0,0,0,1
36351,1,1,0,0,0,0,0,0,0,0,1
36352,0,0,0,0,0,1,0,1,0,1,0
36353,0,0,0,0,0,1,0,1,0,1,0
36354,1,1,0,0,0,0,0,0,0,1,0
36355,0,0,0,0,0,1,0,1,1,0,0
36356,1,1,0,0,0,0,0,0,0,0,1
36357,0,0,0,0,0,1,0,1,1,0,0
36358,1,1,0,0,0,0,0,0,1,0,0
36359,0,0,0,0,0,1,0,1,0,1,0
36360,1,1,0,0,0,0,0,0,0,1,0
36361,0,0,0,0,0,1,1,0,0,0,0
36362,1,0,0,1,0,0,0,0,1,0,0
36363,1,0,0,0,1,0,0,0,0,1,0
36364,1,1,0,0,0,0,0,0,1,0,0
36365,1,0,1,0,0,0,0,0,0,0,1
36366,1,1,0,0,0,0,0,0,0,0,1
36367,0,0,0,0,0,1,0,1,0,1,0
36368,1,1,0,0,0,0,0,0,1,0,0
36369,0,0,0,0,0,1,0,1,1,0,0
36370,0,0,0,0,0,1,0,1,0,1,0
36371,1,0,0,1,0,0,0,0,1,0,0
36372,0,0,0,0,0,1,0,1,0,0,1
36373,1,0,0,1,0,0,0,0,1,0,0
36374,0,0,0,0,0,1,1,0,0,0,0
36375,0,0,0,0,0,1,0,1,0,1,0
36376,1,1,0,0,0,0,0,0,0,0,1
36377,1,0,0,0,1,0,0,0,0,1,0
36378,1,1,0,0,0,0,0,0,0,0,1
36379,1,1,0,0,0,0,0,0,1,0,0
36380,1,1,0,0,0,0,0,0,0,1,0
36381,1,0,0,0,1,0,0,0,0,1,0
36382,1,1,0,0,0,0,0,0,0,0,1
36383,1,0,0,1,0,0,0,0,1,0,0
36384,0,0,0,0,0,1,0,1,0,0,1
36385,0,0,0,0,0,1,0,1,0,1,0
36386,1,1,0,0,0,0,0,0,0,0,1
36387,1,0,0,0,1,0,0,0,0,1,0
36388,1,1,0,0,0,0,0,0,0,1,0
36389,1,1,0,0,0,0,0,0,1,0,0
36390,1,1,0,0,0,0,0,0,1,0,0
36391,1,1,0,0,0,0,0,0,0,1,0
36392,0,0,0,0,0,1,0,1,0,0,1
36393,1,1,0,0,0,0,0,0,1,0,0
36394,0,0,0,0,0,1,0,1,1,0,0
36395,1,1,0,0,0,0,0,0,0,0,1
36396,1,1,0,0,0,0,0,0,1,0,0
36397,1,0,1,0,0,0,0,0,0,0,1
36398,1,0,0,1,0,0,0,0,1,0,0
36399,0,0,0,0,0,1,0,1,1,0,0
36400,1,0,1,0,0,0,0,0,0,0,1
36401,1,1,0,0,0,0,0,0,0,0,1
36402,1,0,0,0,1,0,0,0,0,1,0
36403,0,0,0,0,0,1,0,1,0,0,1
36404,1,0,0,0,1,0,0,0,0,1,0
36405,0,0,0,0,0,1,0,1,1,0,0
36406,1,0,0,0,1,0,0,0,0,1,0
36407,1,1,0,0,0,0,0,0,1,0,0
36408,0,0,0,0,0,1,0,1,0,1,0
36409,0,0,0,0,0,1,0,1,0,1,0
36410,0,0,0,0,0,1,0,1,1,0,0
36411,1,0,0,1,0,0,0,0,1,0,0
36412,1,0,1,0,0,0,0,0,0,0,1
36413,1,0,1,0,0,0,0,0,0,0,1
36414,0,0,0,0,0,1,0,1,0,1,0
36415,0,0,0,0,0,1,0,1,1,0,0
36416,1,1,0,0,0,0,0,0,1,0,0
36417,0,0,0,0,0,1,0,1,0,1,0
36418,0,0,0,0,0,1,0,1,0,0,1
36419,0,0,0,0,0,1,0,1,0,1,0
36420,1,0,0,0,1,0,0,0,0,1,0
36421,0,0,0,0,0,1,0,1,0,1,0
36422,0,0,0,0,0,1,1,0,0,0,0
36423,1,1,0,0,0,0,0,0,0,1,0
36424,1,1,0,0,0,0,0,0,1,0,0
36425,1,1,0,0,0,0,0,0,1,0,0
36426,1,0,0,0,1,0,0,0,0,1,0
36427,1,0,0,0,1,0,0,0,0,1,0
36428,0,0,0,0,0,1,0,1,0,0,1
36429,0,0,0,0,0,1,0,1,0,0,1
36430,0,0,0,0,0,1,0,1,0,0,1
36431,0,0,0,0,0,1,0,1,0,1,0
36432,0,0,0,0,0,1,0,1,1,0,0
36433,1,1,0,0,0,0,0,0,0,0,1
36434,1,1,0,0,0,0,0,0,1,0,0
36435,0,0,0,0,0,1,0,1,0,1,0
36436,1,1,0,0,0,0,0,0,1,0,0
36437,1,0,0,1,0,0,0,0,1,0,0
36438,1,1,0,0,0,0,0,0,0,0,1
36439,1,1,0,0,0,0,0,0,0,1,0
36440,1,0,0,0,1,0,0,0,0,1,0
36441,0,0,0,0,0,1,1,0,0,0,0
36442,0,0,0,0,0,1,0,1,0,0,1
36443,1,1,0,0,0,0,0,0,0,1,0
36444,1,0,1,0,0,0,0,0,0,0,1
36445,1,0,1,0,0,0,0,0,0,0,1
36446,1,0,1,0,0,0,0,0,0,0,1
36447,1,1,0,0,0,0,0,0,0,0,1
36448,1,1,0,0,0,0,0,0,0,0,1
36449,0,0,0,0,0,1,0,1,0,1,0
36450,1,1,0,0,0,0,0,0,0,1,0
36451,1,0,1,0,0,0,0,0,0,0,1
36452,0,0,0,0,0,1,0,1,0,1,0
36453,0,0,0,0,0,1,0,1,0,1,0
36454,0,0,0,0,0,1,1,0,0,0,0
36455,1,1,0,0,0,0,0,0,1,0,0
36456,1,1,0,0,0,0,0,0,0,0,1
36457,1,0,0,0,1,0,0,0,0,1,0
36458,1,1,0,0,0,0,0,0,0,0,1
36459,1,0,0,1,0,0,0,0,1,0,0
36460,1,0,1,0,0,0,0,0,0,0,1
36461,1,0,0,0,1,0,0,0,0,1,0
36462,1,1,0,0,0,0,0,0,1,0,0
36463,1,1,0,0,0,0,0,0,0,0,1
36464,0,0,0,0,0,1,0,1,0,0,1
36465,0,0,0,0,0,1,0,1,1,0,0
